Datetime,PJME
1/5/2002 15:00,29551
1/5/2002 16:00,29299
1/5/2002 17:00,30729
1/5/2002 18:00,33846
1/5/2002 19:00,34092
1/5/2002 20:00,33684
1/5/2002 21:00,33033
1/5/2002 22:00,32022
1/5/2002 23:00,30680
1/6/2002 0:00,29011
1/6/2002 1:00,27100
1/6/2002 2:00,26097
1/6/2002 3:00,25793
1/6/2002 4:00,25657
1/6/2002 5:00,25778
1/6/2002 6:00,26396
1/6/2002 7:00,27143
1/6/2002 8:00,28059
1/6/2002 9:00,29379
1/6/2002 10:00,30744
1/6/2002 11:00,31051
1/6/2002 12:00,31040
1/6/2002 13:00,31139
1/6/2002 14:00,31233
1/6/2002 15:00,31375
1/6/2002 16:00,32003
1/6/2002 17:00,33899
1/6/2002 18:00,35900
1/6/2002 19:00,35971
1/6/2002 20:00,35306
1/6/2002 21:00,34315
1/6/2002 22:00,32731
1/6/2002 23:00,30646
1/7/2002 0:00,28337
1/7/2002 1:00,26862
1/7/2002 2:00,25976
1/7/2002 3:00,25641
1/7/2002 4:00,25666
1/7/2002 5:00,26328
1/7/2002 6:00,28267
1/7/2002 7:00,31938
1/7/2002 8:00,34678
1/7/2002 9:00,35349
1/7/2002 10:00,35542
1/7/2002 11:00,35857
1/7/2002 12:00,35787
1/7/2002 13:00,35790
1/7/2002 14:00,35594
1/7/2002 15:00,35527
1/7/2002 16:00,35489
1/7/2002 17:00,36530
1/7/2002 18:00,39140
1/7/2002 19:00,39581
1/7/2002 20:00,38780
1/7/2002 21:00,37777
1/7/2002 22:00,35997
1/7/2002 23:00,33579
1/8/2002 0:00,31187
1/8/2002 1:00,29445
1/8/2002 2:00,28670
1/8/2002 3:00,28375
1/8/2002 4:00,28542
1/8/2002 5:00,29261
1/8/2002 6:00,31348
1/8/2002 7:00,35335
1/8/2002 8:00,37841
1/8/2002 9:00,37417
1/8/2002 10:00,36824
1/8/2002 11:00,36504
1/8/2002 12:00,35741
1/8/2002 13:00,35158
1/8/2002 14:00,34591
1/8/2002 15:00,34078
1/8/2002 16:00,34006
1/8/2002 17:00,35270
1/8/2002 18:00,38779
1/8/2002 19:00,39450
1/8/2002 20:00,38898
1/8/2002 21:00,38178
1/8/2002 22:00,36282
1/8/2002 23:00,33530
1/9/2002 0:00,30943
1/9/2002 1:00,29082
1/9/2002 2:00,28154
1/9/2002 3:00,27829
1/9/2002 4:00,27759
1/9/2002 5:00,28308
1/9/2002 6:00,30169
1/9/2002 7:00,34261
1/9/2002 8:00,36714
1/9/2002 9:00,36494
1/9/2002 10:00,36417
1/9/2002 11:00,36529
1/9/2002 12:00,36181
1/9/2002 13:00,35698
1/9/2002 14:00,35342
1/9/2002 15:00,34750
1/9/2002 16:00,34709
1/9/2002 17:00,35477
1/9/2002 18:00,37984
1/9/2002 19:00,38111
1/9/2002 20:00,37316
1/9/2002 21:00,36319
1/9/2002 22:00,34456
1/9/2002 23:00,31626
1/10/2002 0:00,29096
1/10/2002 1:00,27144
1/10/2002 2:00,26163
1/10/2002 3:00,25752
1/10/2002 4:00,25629
1/10/2002 5:00,26257
1/10/2002 6:00,28350
1/10/2002 7:00,32472
1/10/2002 8:00,34791
1/10/2002 9:00,34403
1/10/2002 10:00,33905
1/10/2002 11:00,33416
1/10/2002 12:00,32986
1/10/2002 13:00,32499
1/10/2002 14:00,32380
1/10/2002 15:00,31904
1/10/2002 16:00,31866
1/10/2002 17:00,32910
1/10/2002 18:00,35702
1/10/2002 19:00,35895
1/10/2002 20:00,35194
1/10/2002 21:00,34259
1/10/2002 22:00,32431
1/10/2002 23:00,29913
1/11/2002 0:00,27252
1/11/2002 1:00,25364
1/11/2002 2:00,24433
1/11/2002 3:00,23966
1/11/2002 4:00,23928
1/11/2002 5:00,24559
1/11/2002 6:00,26612
1/11/2002 7:00,30639
1/11/2002 8:00,33601
1/11/2002 9:00,33849
1/11/2002 10:00,34012
1/11/2002 11:00,34179
1/11/2002 12:00,33877
1/11/2002 13:00,33177
1/11/2002 14:00,32816
1/11/2002 15:00,32450
1/11/2002 16:00,32264
1/11/2002 17:00,33284
1/11/2002 18:00,35631
1/11/2002 19:00,35672
1/11/2002 20:00,34829
1/11/2002 21:00,33588
1/11/2002 22:00,32373
1/11/2002 23:00,30386
1/12/2002 0:00,28222
1/12/2002 1:00,26248
1/12/2002 2:00,25198
1/12/2002 3:00,24791
1/12/2002 4:00,24665
1/12/2002 5:00,24887
1/12/2002 6:00,25701
1/12/2002 7:00,27096
1/12/2002 8:00,28437
1/12/2002 9:00,29891
1/12/2002 10:00,30623
1/12/2002 11:00,30641
1/12/2002 12:00,30059
1/12/2002 13:00,29210
1/12/2002 14:00,28395
1/12/2002 15:00,27712
1/12/2002 16:00,27446
1/12/2002 17:00,28518
1/12/2002 18:00,31548
1/12/2002 19:00,32283
1/12/2002 20:00,31762
1/12/2002 21:00,31097
1/12/2002 22:00,30135
1/12/2002 23:00,28640
1/13/2002 0:00,26803
1/13/2002 1:00,25052
1/13/2002 2:00,24007
1/13/2002 3:00,23441
1/13/2002 4:00,23129
1/13/2002 5:00,23244
1/13/2002 6:00,23700
1/13/2002 7:00,24737
1/13/2002 8:00,25970
1/13/2002 9:00,27369
1/13/2002 10:00,28455
1/13/2002 11:00,28982
1/13/2002 12:00,29257
1/13/2002 13:00,29364
1/13/2002 14:00,29036
1/13/2002 15:00,28702
1/13/2002 16:00,28615
1/13/2002 17:00,29730
1/13/2002 18:00,32721
1/13/2002 19:00,33627
1/13/2002 20:00,33337
1/13/2002 21:00,32851
1/13/2002 22:00,31594
1/13/2002 23:00,29545
1/14/2002 0:00,27659
1/14/2002 1:00,26059
1/14/2002 2:00,25487
1/14/2002 3:00,25363
1/14/2002 4:00,25436
1/14/2002 5:00,26117
1/14/2002 6:00,28402
1/14/2002 7:00,32754
1/14/2002 8:00,35194
1/14/2002 9:00,34939
1/14/2002 10:00,34515
1/14/2002 11:00,34062
1/14/2002 12:00,33461
1/14/2002 13:00,32880
1/14/2002 14:00,32531
1/14/2002 15:00,31982
1/14/2002 16:00,32184
1/14/2002 17:00,33544
1/14/2002 18:00,36206
1/14/2002 19:00,36504
1/14/2002 20:00,35782
1/14/2002 21:00,34665
1/14/2002 22:00,32740
1/14/2002 23:00,30005
1/15/2002 0:00,27483
1/15/2002 1:00,25643
1/15/2002 2:00,24967
1/15/2002 3:00,24715
1/15/2002 4:00,24826
1/15/2002 5:00,25630
1/15/2002 6:00,27870
1/15/2002 7:00,32057
1/15/2002 8:00,34375
1/15/2002 9:00,34143
1/15/2002 10:00,33509
1/15/2002 11:00,33178
1/15/2002 12:00,32828
1/15/2002 13:00,32421
1/15/2002 14:00,32278
1/15/2002 15:00,31970
1/15/2002 16:00,31927
1/15/2002 17:00,32905
1/15/2002 18:00,35730
1/15/2002 19:00,36282
1/15/2002 20:00,35694
1/15/2002 21:00,34953
1/15/2002 22:00,33278
1/15/2002 23:00,30709
1/16/2002 0:00,28211
1/16/2002 1:00,26530
1/16/2002 2:00,25750
1/16/2002 3:00,25472
1/16/2002 4:00,25460
1/16/2002 5:00,26174
1/16/2002 6:00,28361
1/16/2002 7:00,32443
1/16/2002 8:00,34902
1/16/2002 9:00,34752
1/16/2002 10:00,34341
1/16/2002 11:00,34223
1/16/2002 12:00,33875
1/16/2002 13:00,33488
1/16/2002 14:00,33227
1/16/2002 15:00,32699
1/16/2002 16:00,32573
1/16/2002 17:00,33817
1/16/2002 18:00,36666
1/16/2002 19:00,37302
1/16/2002 20:00,36697
1/16/2002 21:00,35832
1/16/2002 22:00,34082
1/16/2002 23:00,31357
1/17/2002 0:00,28849
1/17/2002 1:00,26984
1/17/2002 2:00,26135
1/17/2002 3:00,25601
1/17/2002 4:00,25708
1/17/2002 5:00,26130
1/17/2002 6:00,28123
1/17/2002 7:00,32359
1/17/2002 8:00,34860
1/17/2002 9:00,34703
1/17/2002 10:00,34638
1/17/2002 11:00,34115
1/17/2002 12:00,33835
1/17/2002 13:00,33368
1/17/2002 14:00,33152
1/17/2002 15:00,32662
1/17/2002 16:00,32300
1/17/2002 17:00,33198
1/17/2002 18:00,35910
1/17/2002 19:00,36509
1/17/2002 20:00,36033
1/17/2002 21:00,35209
1/17/2002 22:00,33595
1/17/2002 23:00,31175
1/18/2002 0:00,28634
1/18/2002 1:00,26991
1/18/2002 2:00,26036
1/18/2002 3:00,25787
1/18/2002 4:00,25692
1/18/2002 5:00,26353
1/18/2002 6:00,28479
1/18/2002 7:00,32477
1/18/2002 8:00,35145
1/18/2002 9:00,35117
1/18/2002 10:00,34911
1/18/2002 11:00,34741
1/18/2002 12:00,34277
1/18/2002 13:00,33600
1/18/2002 14:00,33269
1/18/2002 15:00,32774
1/18/2002 16:00,32506
1/18/2002 17:00,33203
1/18/2002 18:00,35883
1/18/2002 19:00,36530
1/18/2002 20:00,35805
1/18/2002 21:00,35076
1/18/2002 22:00,33741
1/18/2002 23:00,32008
1/19/2002 0:00,30189
1/19/2002 1:00,28412
1/19/2002 2:00,27385
1/19/2002 3:00,26944
1/19/2002 4:00,26832
1/19/2002 5:00,26937
1/19/2002 6:00,27499
1/19/2002 7:00,28673
1/19/2002 8:00,30199
1/19/2002 9:00,31999
1/19/2002 10:00,33554
1/19/2002 11:00,34453
1/19/2002 12:00,34518
1/19/2002 13:00,34413
1/19/2002 14:00,34207
1/19/2002 15:00,33729
1/19/2002 16:00,34078
1/19/2002 17:00,34640
1/19/2002 18:00,36555
1/19/2002 19:00,36438
1/19/2002 20:00,35458
1/19/2002 21:00,34569
1/19/2002 22:00,32986
1/19/2002 23:00,31565
1/20/2002 0:00,29587
1/20/2002 1:00,27980
1/20/2002 2:00,26895
1/20/2002 3:00,26380
1/20/2002 4:00,26223
1/20/2002 5:00,26245
1/20/2002 6:00,26755
1/20/2002 7:00,27834
1/20/2002 8:00,28691
1/20/2002 9:00,29851
1/20/2002 10:00,30324
1/20/2002 11:00,30367
1/20/2002 12:00,30179
1/20/2002 13:00,29707
1/20/2002 14:00,28996
1/20/2002 15:00,28447
1/20/2002 16:00,28269
1/20/2002 17:00,29677
1/20/2002 18:00,32781
1/20/2002 19:00,33975
1/20/2002 20:00,33531
1/20/2002 21:00,32970
1/20/2002 22:00,31708
1/20/2002 23:00,30218
1/21/2002 0:00,28368
1/21/2002 1:00,27160
1/21/2002 2:00,26516
1/21/2002 3:00,26312
1/21/2002 4:00,26336
1/21/2002 5:00,27053
1/21/2002 6:00,28548
1/21/2002 7:00,31097
1/21/2002 8:00,33140
1/21/2002 9:00,34318
1/21/2002 10:00,35603
1/21/2002 11:00,36316
1/21/2002 12:00,36358
1/21/2002 13:00,35528
1/21/2002 14:00,34665
1/21/2002 15:00,33618
1/21/2002 16:00,33044
1/21/2002 17:00,33678
1/21/2002 18:00,36296
1/21/2002 19:00,37167
1/21/2002 20:00,36476
1/21/2002 21:00,35469
1/21/2002 22:00,33982
1/21/2002 23:00,31390
1/22/2002 0:00,28657
1/22/2002 1:00,26850
1/22/2002 2:00,25847
1/22/2002 3:00,25607
1/22/2002 4:00,25613
1/22/2002 5:00,26417
1/22/2002 6:00,28681
1/22/2002 7:00,32879
1/22/2002 8:00,35150
1/22/2002 9:00,34649
1/22/2002 10:00,34042
1/22/2002 11:00,33657
1/22/2002 12:00,33342
1/22/2002 13:00,32625
1/22/2002 14:00,32067
1/22/2002 15:00,31459
1/22/2002 16:00,31234
1/22/2002 17:00,32005
1/22/2002 18:00,34816
1/22/2002 19:00,36138
1/22/2002 20:00,35755
1/22/2002 21:00,35021
1/22/2002 22:00,33501
1/22/2002 23:00,30939
1/23/2002 0:00,28436
1/23/2002 1:00,26624
1/23/2002 2:00,25582
1/23/2002 3:00,25176
1/23/2002 4:00,24999
1/23/2002 5:00,25526
1/23/2002 6:00,27560
1/23/2002 7:00,31674
1/23/2002 8:00,34277
1/23/2002 9:00,34235
1/23/2002 10:00,34060
1/23/2002 11:00,34163
1/23/2002 12:00,34057
1/23/2002 13:00,33608
1/23/2002 14:00,33423
1/23/2002 15:00,33029
1/23/2002 16:00,32800
1/23/2002 17:00,33562
1/23/2002 18:00,35758
1/23/2002 19:00,36038
1/23/2002 20:00,35100
1/23/2002 21:00,34138
1/23/2002 22:00,32370
1/23/2002 23:00,29669
1/24/2002 0:00,27106
1/24/2002 1:00,25248
1/24/2002 2:00,24278
1/24/2002 3:00,23757
1/24/2002 4:00,23661
1/24/2002 5:00,24301
1/24/2002 6:00,26357
1/24/2002 7:00,30552
1/24/2002 8:00,33251
1/24/2002 9:00,33327
1/24/2002 10:00,33520
1/24/2002 11:00,33760
1/24/2002 12:00,33944
1/24/2002 13:00,33305
1/24/2002 14:00,32808
1/24/2002 15:00,32374
1/24/2002 16:00,32283
1/24/2002 17:00,33001
1/24/2002 18:00,35004
1/24/2002 19:00,35110
1/24/2002 20:00,34249
1/24/2002 21:00,33115
1/24/2002 22:00,31440
1/24/2002 23:00,29027
1/25/2002 0:00,26591
1/25/2002 1:00,24631
1/25/2002 2:00,23768
1/25/2002 3:00,23536
1/25/2002 4:00,23673
1/25/2002 5:00,24339
1/25/2002 6:00,26636
1/25/2002 7:00,30873
1/25/2002 8:00,33601
1/25/2002 9:00,33380
1/25/2002 10:00,33231
1/25/2002 11:00,33190
1/25/2002 12:00,32632
1/25/2002 13:00,32033
1/25/2002 14:00,31739
1/25/2002 15:00,31204
1/25/2002 16:00,30721
1/25/2002 17:00,31278
1/25/2002 18:00,33382
1/25/2002 19:00,34438
1/25/2002 20:00,33813
1/25/2002 21:00,33190
1/25/2002 22:00,32148
1/25/2002 23:00,30385
1/26/2002 0:00,28240
1/26/2002 1:00,26557
1/26/2002 2:00,25585
1/26/2002 3:00,25219
1/26/2002 4:00,25035
1/26/2002 5:00,25199
1/26/2002 6:00,26029
1/26/2002 7:00,27457
1/26/2002 8:00,28751
1/26/2002 9:00,30013
1/26/2002 10:00,30631
1/26/2002 11:00,30412
1/26/2002 12:00,29707
1/26/2002 13:00,28672
1/26/2002 14:00,27678
1/26/2002 15:00,26837
1/26/2002 16:00,26477
1/26/2002 17:00,27125
1/26/2002 18:00,29558
1/26/2002 19:00,30833
1/26/2002 20:00,30441
1/26/2002 21:00,30022
1/26/2002 22:00,29323
1/26/2002 23:00,28039
1/27/2002 0:00,26425
1/27/2002 1:00,25056
1/27/2002 2:00,24169
1/27/2002 3:00,23763
1/27/2002 4:00,23744
1/27/2002 5:00,24021
1/27/2002 6:00,24588
1/27/2002 7:00,25753
1/27/2002 8:00,26735
1/27/2002 9:00,27790
1/27/2002 10:00,28058
1/27/2002 11:00,27813
1/27/2002 12:00,27403
1/27/2002 13:00,26905
1/27/2002 14:00,26180
1/27/2002 15:00,25590
1/27/2002 16:00,25368
1/27/2002 17:00,25893
1/27/2002 18:00,28530
1/27/2002 19:00,30207
1/27/2002 20:00,29973
1/27/2002 21:00,29891
1/27/2002 22:00,28702
1/27/2002 23:00,26937
1/28/2002 0:00,24868
1/28/2002 1:00,23668
1/28/2002 2:00,23061
1/28/2002 3:00,23044
1/28/2002 4:00,23234
1/28/2002 5:00,23994
1/28/2002 6:00,26364
1/28/2002 7:00,30580
1/28/2002 8:00,33278
1/28/2002 9:00,33258
1/28/2002 10:00,32800
1/28/2002 11:00,32442
1/28/2002 12:00,31746
1/28/2002 13:00,31146
1/28/2002 14:00,30754
1/28/2002 15:00,30321
1/28/2002 16:00,30120
1/28/2002 17:00,30422
1/28/2002 18:00,32668
1/28/2002 19:00,34181
1/28/2002 20:00,33636
1/28/2002 21:00,32704
1/28/2002 22:00,31013
1/28/2002 23:00,28406
1/29/2002 0:00,26074
1/29/2002 1:00,24084
1/29/2002 2:00,23207
1/29/2002 3:00,22830
1/29/2002 4:00,22830
1/29/2002 5:00,23468
1/29/2002 6:00,25611
1/29/2002 7:00,30022
1/29/2002 8:00,32067
1/29/2002 9:00,31545
1/29/2002 10:00,31509
1/29/2002 11:00,31448
1/29/2002 12:00,31315
1/29/2002 13:00,31022
1/29/2002 14:00,30867
1/29/2002 15:00,30418
1/29/2002 16:00,30096
1/29/2002 17:00,30293
1/29/2002 18:00,32094
1/29/2002 19:00,33702
1/29/2002 20:00,32889
1/29/2002 21:00,31829
1/29/2002 22:00,30015
1/29/2002 23:00,27442
1/30/2002 0:00,24743
1/30/2002 1:00,22868
1/30/2002 2:00,21932
1/30/2002 3:00,21562
1/30/2002 4:00,21320
1/30/2002 5:00,21816
1/30/2002 6:00,24056
1/30/2002 7:00,28002
1/30/2002 8:00,30702
1/30/2002 9:00,30644
1/30/2002 10:00,30826
1/30/2002 11:00,31096
1/30/2002 12:00,31290
1/30/2002 13:00,30999
1/30/2002 14:00,30949
1/30/2002 15:00,30540
1/30/2002 16:00,30599
1/30/2002 17:00,31341
1/30/2002 18:00,33351
1/30/2002 19:00,33792
1/30/2002 20:00,33081
1/30/2002 21:00,32107
1/30/2002 22:00,30371
1/30/2002 23:00,27809
1/31/2002 0:00,25332
1/31/2002 1:00,23559
1/31/2002 2:00,22734
1/31/2002 3:00,22363
1/31/2002 4:00,22487
1/31/2002 5:00,23087
1/31/2002 6:00,25243
1/31/2002 7:00,29467
1/31/2002 8:00,32370
1/31/2002 9:00,32808
1/31/2002 10:00,33320
1/31/2002 11:00,33751
1/31/2002 12:00,33769
1/31/2002 13:00,33460
1/31/2002 14:00,33299
1/31/2002 15:00,32999
1/31/2002 16:00,33036
1/31/2002 17:00,33846
1/31/2002 18:00,35557
1/31/2002 19:00,35700
1/31/2002 20:00,35045
1/31/2002 21:00,33933
1/31/2002 22:00,31983
1/31/2002 23:00,29872
2/1/2002 0:00,26903
2/1/2002 1:00,24846
2/1/2002 2:00,23905
2/1/2002 3:00,23443
2/1/2002 4:00,23416
2/1/2002 5:00,23932
2/1/2002 6:00,25806
2/1/2002 7:00,29736
2/1/2002 8:00,32285
2/1/2002 9:00,32539
2/1/2002 10:00,32659
2/1/2002 11:00,32601
2/1/2002 12:00,32375
2/1/2002 13:00,31905
2/1/2002 14:00,31771
2/1/2002 15:00,31301
2/1/2002 16:00,31016
2/1/2002 17:00,31167
2/1/2002 18:00,32413
2/1/2002 19:00,33387
2/1/2002 20:00,32595
2/1/2002 21:00,31825
2/1/2002 22:00,30833
2/1/2002 23:00,29250
2/2/2002 0:00,27237
2/2/2002 1:00,25656
2/2/2002 2:00,24867
2/2/2002 3:00,24278
2/2/2002 4:00,24305
2/2/2002 5:00,24639
2/2/2002 6:00,25496
2/2/2002 7:00,26946
2/2/2002 8:00,28242
2/2/2002 9:00,29874
2/2/2002 10:00,30828
2/2/2002 11:00,31013
2/2/2002 12:00,30581
2/2/2002 13:00,29868
2/2/2002 14:00,29036
2/2/2002 15:00,28348
2/2/2002 16:00,28072
2/2/2002 17:00,28630
2/2/2002 18:00,31166
2/2/2002 19:00,32773
2/2/2002 20:00,32530
2/2/2002 21:00,32080
2/2/2002 22:00,31253
2/2/2002 23:00,29812
2/3/2002 0:00,28206
2/3/2002 1:00,26710
2/3/2002 2:00,25799
2/3/2002 3:00,25382
2/3/2002 4:00,25229
2/3/2002 5:00,25425
2/3/2002 6:00,25917
2/3/2002 7:00,26933
2/3/2002 8:00,27921
2/3/2002 9:00,29206
2/3/2002 10:00,29875
2/3/2002 11:00,29692
2/3/2002 12:00,29417
2/3/2002 13:00,29101
2/3/2002 14:00,28700
2/3/2002 15:00,28434
2/3/2002 16:00,28596
2/3/2002 17:00,29429
2/3/2002 18:00,31517
2/3/2002 19:00,32298
2/3/2002 20:00,31642
2/3/2002 21:00,31286
2/3/2002 22:00,30377
2/3/2002 23:00,29278
2/4/2002 0:00,27366
2/4/2002 1:00,25950
2/4/2002 2:00,25134
2/4/2002 3:00,24942
2/4/2002 4:00,25129
2/4/2002 5:00,26073
2/4/2002 6:00,28190
2/4/2002 7:00,32487
2/4/2002 8:00,34759
2/4/2002 9:00,34564
2/4/2002 10:00,34339
2/4/2002 11:00,34136
2/4/2002 12:00,33963
2/4/2002 13:00,33813
2/4/2002 14:00,33784
2/4/2002 15:00,33676
2/4/2002 16:00,33922
2/4/2002 17:00,34911
2/4/2002 18:00,37403
2/4/2002 19:00,39201
2/4/2002 20:00,38827
2/4/2002 21:00,38139
2/4/2002 22:00,36647
2/4/2002 23:00,34173
2/5/2002 0:00,31734
2/5/2002 1:00,30260
2/5/2002 2:00,29729
2/5/2002 3:00,29798
2/5/2002 4:00,29861
2/5/2002 5:00,30712
2/5/2002 6:00,33021
2/5/2002 7:00,37033
2/5/2002 8:00,39097
2/5/2002 9:00,38793
2/5/2002 10:00,37956
2/5/2002 11:00,37401
2/5/2002 12:00,36861
2/5/2002 13:00,36055
2/5/2002 14:00,35442
2/5/2002 15:00,34599
2/5/2002 16:00,34276
2/5/2002 17:00,34785
2/5/2002 18:00,37351
2/5/2002 19:00,38989
2/5/2002 20:00,38425
2/5/2002 21:00,37560
2/5/2002 22:00,35943
2/5/2002 23:00,33220
2/6/2002 0:00,30572
2/6/2002 1:00,28943
2/6/2002 2:00,28157
2/6/2002 3:00,27875
2/6/2002 4:00,27948
2/6/2002 5:00,28852
2/6/2002 6:00,30693
2/6/2002 7:00,34970
2/6/2002 8:00,37033
2/6/2002 9:00,36633
2/6/2002 10:00,35472
2/6/2002 11:00,34796
2/6/2002 12:00,34188
2/6/2002 13:00,33543
2/6/2002 14:00,33111
2/6/2002 15:00,32701
2/6/2002 16:00,32729
2/6/2002 17:00,33610
2/6/2002 18:00,35835
2/6/2002 19:00,36920
2/6/2002 20:00,36382
2/6/2002 21:00,35419
2/6/2002 22:00,33729
2/6/2002 23:00,31170
2/7/2002 0:00,28720
2/7/2002 1:00,26782
2/7/2002 2:00,25924
2/7/2002 3:00,25538
2/7/2002 4:00,25651
2/7/2002 5:00,26345
2/7/2002 6:00,28396
2/7/2002 7:00,32613
2/7/2002 8:00,35076
2/7/2002 9:00,35338
2/7/2002 10:00,35470
2/7/2002 11:00,35493
2/7/2002 12:00,35196
2/7/2002 13:00,34507
2/7/2002 14:00,33975
2/7/2002 15:00,33358
2/7/2002 16:00,32759
2/7/2002 17:00,33114
2/7/2002 18:00,34978
2/7/2002 19:00,36626
2/7/2002 20:00,36238
2/7/2002 21:00,35648
2/7/2002 22:00,34001
2/7/2002 23:00,31656
2/8/2002 0:00,29284
2/8/2002 1:00,27457
2/8/2002 2:00,26552
2/8/2002 3:00,26373
2/8/2002 4:00,26310
2/8/2002 5:00,26954
2/8/2002 6:00,29031
2/8/2002 7:00,33071
2/8/2002 8:00,35008
2/8/2002 9:00,34565
2/8/2002 10:00,33948
2/8/2002 11:00,33405
2/8/2002 12:00,32769
2/8/2002 13:00,31923
2/8/2002 14:00,31330
2/8/2002 15:00,30590
2/8/2002 16:00,30075
2/8/2002 17:00,30185
2/8/2002 18:00,31668
2/8/2002 19:00,33503
2/8/2002 20:00,32946
2/8/2002 21:00,32194
2/8/2002 22:00,30999
2/8/2002 23:00,29772
2/9/2002 0:00,28572
2/9/2002 1:00,27163
2/9/2002 2:00,24833
2/9/2002 3:00,24182
2/9/2002 4:00,24141
2/9/2002 5:00,24495
2/9/2002 6:00,25280
2/9/2002 7:00,26736
2/9/2002 8:00,27817
2/9/2002 9:00,29311
2/9/2002 10:00,30029
2/9/2002 11:00,29921
2/9/2002 12:00,29265
2/9/2002 13:00,28372
2/9/2002 14:00,27481
2/9/2002 15:00,26713
2/9/2002 16:00,26236
2/9/2002 17:00,26816
2/9/2002 18:00,28588
2/9/2002 19:00,30909
2/9/2002 20:00,30766
2/9/2002 21:00,30303
2/9/2002 22:00,29342
2/9/2002 23:00,28091
2/10/2002 0:00,26442
2/10/2002 1:00,24771
2/10/2002 2:00,23906
2/10/2002 3:00,23305
2/10/2002 4:00,23017
2/10/2002 5:00,23006
2/10/2002 6:00,23570
2/10/2002 7:00,24334
2/10/2002 8:00,25151
2/10/2002 9:00,26687
2/10/2002 10:00,27740
2/10/2002 11:00,28057
2/10/2002 12:00,28006
2/10/2002 13:00,27904
2/10/2002 14:00,27523
2/10/2002 15:00,27210
2/10/2002 16:00,27291
2/10/2002 17:00,28156
2/10/2002 18:00,29960
2/10/2002 19:00,31103
2/10/2002 20:00,30692
2/10/2002 21:00,29962
2/10/2002 22:00,28559
2/10/2002 23:00,26549
2/11/2002 0:00,24646
2/11/2002 1:00,23046
2/11/2002 2:00,22286
2/11/2002 3:00,22010
2/11/2002 4:00,22176
2/11/2002 5:00,22937
2/11/2002 6:00,25317
2/11/2002 7:00,29729
2/11/2002 8:00,32513
2/11/2002 9:00,33359
2/11/2002 10:00,33894
2/11/2002 11:00,34211
2/11/2002 12:00,34081
2/11/2002 13:00,33631
